"","rownames(datExpr)","affy_hg_u133a","ensembl_gene_id","entrezgene_id","external_gene_name","hgnc_symbol","mirbase_id","chromosome_name","start_position","end_position","gene_biotype"
"14193","210400_at","210400_at","ENSG00000161509",2905,"GRIN2C","GRIN2C","","17",74842023,74861504,"protein_coding"
"13059","210401_at","210401_at","ENSG00000108405",5023,"P2RX1","P2RX1","","17",3896592,3916476,"protein_coding"
"14856","210402_at","210402_at","ENSG00000151704",3758,"KCNJ1","KCNJ1","","11",128836315,128867373,"protein_coding"
"14855","210403_s_at","210403_s_at","ENSG00000151704",3758,"KCNJ1","KCNJ1","","11",128836315,128867373,"protein_coding"
"13478","210404_x_at","210404_x_at","ENSG00000058404",816,"CAMK2B","CAMK2B","","7",44217150,44334577,"protein_coding"
"14787","210405_x_at","210405_x_at","ENSG00000120889",8795,"TNFRSF10B","TNFRSF10B","","8",23020133,23069031,"protein_coding"
"14611","210406_s_at","210406_s_at","ENSG00000222014",84084,"RAB6C","RAB6C","","2",129979666,129982738,"protein_coding"
"12357","210407_at","210407_at","ENSG00000100614",5494,"PPM1A","PPM1A","","14",60245752,60299087,"protein_coding"
"12289","210408_s_at","210408_s_at","ENSG00000285221",9362,"CPNE6","CPNE6","","CHR_HG1_PATCH",24070836,24078099,"protein_coding"
"15990","210409_at","210409_at","ENSG00000198221",NA,"AFDN-DT","AFDN-DT","","6",167822103,167826833,"lncRNA"
"11480","210410_s_at","210410_s_at","ENSG00000264619",NA,"MSH5-SAPCD1","MSH5-SAPCD1","","CHR_HSCHR6_MHC_APD_CTG1",31825184,31831870,"protein_coding"
"16129","210411_s_at","210411_s_at","ENSG00000273079",2904,"GRIN2B","GRIN2B","","12",13437942,13982002,"protein_coding"
"16130","210412_at","210412_at","ENSG00000273079",2904,"GRIN2B","GRIN2B","","12",13437942,13982002,"protein_coding"
"12671","210413_x_at","210413_x_at","ENSG00000206073",6318,"SERPINB4","SERPINB4","","18",63637259,63644256,"protein_coding"
"16211","210414_at","210414_at","ENSG00000126500",23769,"FLRT1","FLRT1","","11",64035931,64119173,"protein_coding"
"15590","210415_s_at","210415_s_at","ENSG00000136811",4957,"ODF2","ODF2","","9",128455186,128501292,"protein_coding"
"12649","210416_s_at","210416_s_at","ENSG00000183765",11200,"CHEK2","CHEK2","","22",28687743,28742422,"protein_coding"
"16755","210417_s_at","210417_s_at","ENSG00000143393",5298,"PI4KB","PI4KB","","1",151291797,151327715,"protein_coding"
"12276","210418_s_at","210418_s_at","ENSG00000101365",3420,"IDH3B","IDH3B","","20",2658395,2664219,"protein_coding"
"13635","210419_at","210419_at","ENSG00000043039",8538,"BARX2","BARX2","","11",129375848,129452279,"protein_coding"
"13485","210420_at","210420_at","ENSG00000074621",9187,"SLC24A1","SLC24A1","","15",65611366,65660995,"protein_coding"
"13486","210421_s_at","210421_s_at","ENSG00000074621",9187,"SLC24A1","SLC24A1","","15",65611366,65660995,"protein_coding"
"16845","210422_x_at","210422_x_at","ENSG00000018280",6556,"SLC11A1","SLC11A1","","2",218382029,218396894,"protein_coding"
"16846","210423_s_at","210423_s_at","ENSG00000018280",6556,"SLC11A1","SLC11A1","","2",218382029,218396894,"protein_coding"
"13718","210424_s_at","210424_s_at","ENSG00000221649",100302160,"MIR1233-1","MIR1233-1","hsa-mir-1233-1","15",34382069,34382150,"miRNA"
"14982","210425_x_at","210425_x_at","ENSG00000175265",23015,"GOLGA8A","GOLGA8A","","15",34379068,34437808,"protein_coding"
"13207","210426_x_at","210426_x_at","ENSG00000069667",6095,"RORA","RORA","","15",60488284,61229302,"protein_coding"
"14151","210427_x_at","210427_x_at","ENSG00000182718",302,"ANXA2","ANXA2","","15",60347134,60402883,"protein_coding"
"16137","210428_s_at","210428_s_at","ENSG00000185359",NA,"HGS","HGS","","17",81683326,81703138,"protein_coding"
"16632","210429_at","210429_at","ENSG00000187010",6007,"RHD","RHD","","1",25272393,25330445,"protein_coding"
"16631","210430_x_at","210430_x_at","ENSG00000187010",6007,"RHD","RHD","","1",25272393,25330445,"protein_coding"
"14991","210431_at","210431_at","ENSG00000163286",NA,"ALPG","ALPG","","2",232406844,232410714,"protein_coding"
"15311","210432_s_at","210432_s_at","ENSG00000153253",6328,"SCN3A","SCN3A","","2",165087526,165204050,"protein_coding"
"12535","210433_at","210433_at","ENSG00000101346",23509,"POFUT1","POFUT1","","20",32207880,32238658,"protein_coding"
"16122","210434_x_at","210434_x_at","ENSG00000143543",10899,"JTB","JTB","","1",153974269,153977674,"protein_coding"
"15775","210435_at","210435_at","ENSG00000228696",51326,"ARL17B","ARL17B","","17",46274784,46361797,"protein_coding"
"NA.281","210436_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13652","210437_at","210437_at","ENSG00000123584",4108,"MAGEA9","MAGEA9","","X",149781930,149787737,"protein_coding"
"16176","210438_x_at","210438_x_at","ENSG00000116747",6738,"RO60","RO60","","1",193059454,193091777,"protein_coding"
"14025","210439_at","210439_at","ENSG00000163600",29851,"ICOS","ICOS","","2",203936763,203961577,"protein_coding"
"14637","210440_s_at","210440_s_at","ENSG00000079335",8556,"CDC14A","CDC14A","","1",100345001,100520277,"protein_coding"
"14635","210441_at","210441_at","ENSG00000079335",8556,"CDC14A","CDC14A","","1",100345001,100520277,"protein_coding"
"15696","210442_at","210442_at","ENSG00000115602",9173,"IL1RL1","IL1RL1","","2",102311502,102352037,"protein_coding"
"12837","210443_x_at","210443_x_at","ENSG00000060491",11054,"OGFR","OGFR","","20",62804835,62814000,"protein_coding"
"15920","210444_at","210444_at","ENSG00000226306",4888,"NPY6R","NPY6R","","5",137801193,137810755,"transcribed_unitary_pseudogene"
"14320","210445_at","210445_at","ENSG00000170231",2172,"FABP6","FABP6","","5",160187367,160238735,"protein_coding"
"14737","210446_at","210446_at","ENSG00000102145",2623,"GATA1","GATA1","","X",48786540,48794311,"protein_coding"
"12275","210447_at","210447_at","ENSG00000288118",2747,"GLUD2","GLUD2","","CHR_HG439_PATCH",120966945,120969429,"protein_coding"
"13076","210448_s_at","210448_s_at","ENSG00000083454",5026,"P2RX5","P2RX5","","17",3672199,3696240,"protein_coding"
"14314","210449_x_at","210449_x_at","ENSG00000112062",1432,"MAPK14","MAPK14","","6",36027677,36111236,"protein_coding"
"14305","210450_at","210450_at","ENSG00000265929",100847062,"MIR5195","MIR5195","hsa-mir-5195","14",106850885,106850999,"miRNA"
"11426","210451_at","210451_at","ENSG00000262785",5313,"PKLR","PKLR","","CHR_HSCHR1_2_CTG31",155305243,155316838,"protein_coding"
"12779","210452_x_at","210452_x_at","ENSG00000186115",8529,"CYP4F2","CYP4F2","","19",15878023,15898077,"protein_coding"
"16599","210453_x_at","210453_x_at","ENSG00000167283",NA,"ATP5MG","ATP5MG","","11",118401346,118433278,"protein_coding"
"12154","210454_s_at","210454_s_at","ENSG00000157542",NA,"KCNJ6","KCNJ6","","21",37607373,38121345,"protein_coding"
"14290","210455_at","210455_at","ENSG00000166024",27291,"R3HCC1L","R3HCC1L","","10",98134624,98244897,"protein_coding"
"13179","210456_at","210456_at","ENSG00000102230",9468,"PCYT1B","PCYT1B","","X",24558087,24672677,"protein_coding"
"12550","210457_x_at","210457_x_at","ENSG00000137309",3159,"HMGA1","HMGA1","","6",34236873,34246231,"protein_coding"
"14233","210458_s_at","210458_s_at","ENSG00000136560",10010,"TANK","TANK","","2",161136908,161236230,"protein_coding"
"15721","210459_at","210459_at","ENSG00000159352",5710,"PSMD4","PSMD4","","1",151254709,151267479,"protein_coding"
"13355","210460_s_at","210460_s_at","ENSG00000180764",NA,"PIPSL","PIPSL","","10",93958191,93961540,"transcribed_processed_pseudogene"
"15336","210461_s_at","210461_s_at","ENSG00000099204",3983,"ABLIM1","ABLIM1","","10",114431112,114768061,"protein_coding"
"16949","210462_at","210462_at","ENSG00000117475",8548,"BLZF1","BLZF1","","1",169367970,169396540,"protein_coding"
"15487","210463_x_at","210463_x_at","ENSG00000104907",55621,"TRMT1","TRMT1","","19",13104902,13117567,"protein_coding"
"11516","210464_at","210464_at","ENSG00000282106",26138,"LINC00588","LINC00588","","CHR_HSCHR8_1_CTG6",57291307,57296495,"lncRNA"
"15658","210465_s_at","210465_s_at","ENSG00000164975",6619,"SNAPC3","SNAPC3","","9",15422734,15465953,"protein_coding"
"12363","210466_s_at","210466_s_at","ENSG00000213740",NA,"SERBP1P1","SERBP1P1","","X",68783472,68785066,"processed_pseudogene"
"14046","210467_x_at","210467_x_at","ENSG00000213401",4111,"MAGEA12","MAGEA12","","X",152733757,152737669,"protein_coding"
"11369","210469_at","210469_at","ENSG00000274429",9231,"DLG5","DLG5","","CHR_HSCHR10_1_CTG4",77790791,77926526,"protein_coding"
"13122","210470_x_at","210470_x_at","ENSG00000147140",4841,"NONO","NONO","","X",71254814,71301522,"protein_coding"
"16117","210471_s_at","210471_s_at","ENSG00000169282",7881,"KCNAB1","KCNAB1","","3",156037701,156539138,"protein_coding"
"NA.282","210472_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12929","210473_s_at","210473_s_at","ENSG00000152990",NA,"ADGRA3","ADGRA3","","4",22345071,22516066,"protein_coding"
"16289","210474_s_at","210474_s_at","ENSG00000008128",728642,"CDK11A","CDK11A","","1",1702379,1724357,"protein_coding"
"14234","210475_at","210475_at","ENSG00000185668",5453,"POU3F1","POU3F1","","1",38043829,38046793,"protein_coding"
"12921","210476_s_at","210476_s_at","ENSG00000113494",5618,"PRLR","PRLR","","5",35048756,35230487,"protein_coding"
"15429","210477_x_at","210477_x_at","ENSG00000107643",5599,"MAPK8","MAPK8","","10",48306639,48439360,"protein_coding"
"13208","210479_s_at","210479_s_at","ENSG00000069667",6095,"RORA","RORA","","15",60488284,61229302,"protein_coding"
"15348","210480_s_at","210480_s_at","ENSG00000196586",4646,"MYO6","MYO6","","6",75749201,75919537,"protein_coding"
"14786","210481_s_at","210481_s_at","ENSG00000104938",10332,"CLEC4M","CLEC4M","","19",7763210,7769605,"protein_coding"
"12778","210482_x_at","210482_x_at","ENSG00000137764",5607,"MAP2K5","MAP2K5","","15",67542703,67807117,"protein_coding"
"14798","210483_at","210483_at","ENSG00000284948",254896,"","","","8",23084355,23103558,"lncRNA"
"14797","210484_s_at","210484_s_at","ENSG00000284948",254896,"","","","8",23084355,23103558,"lncRNA"
"16780","210486_at","210486_at","ENSG00000144504",51281,"ANKMY1","ANKMY1","","2",240479422,240569209,"protein_coding"
"12768","210487_at","210487_at","ENSG00000107447",1791,"DNTT","DNTT","","10",96304409,96338564,"protein_coding"
"NA.283","210491_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14164","210492_at","210492_at","ENSG00000198948",9848,"MFAP3L","MFAP3L","","4",169986597,170033031,"protein_coding"
"14163","210493_s_at","210493_s_at","ENSG00000198948",9848,"MFAP3L","MFAP3L","","4",169986597,170033031,"protein_coding"
"16103","210495_x_at","210495_x_at","ENSG00000115414",2335,"FN1","FN1","","2",215360440,215436073,"protein_coding"
"NA.284","210496_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12723","210497_x_at","210497_x_at","ENSG00000268447",727837,"SSX2B","SSX2B","","X",52751132,52790305,"protein_coding"
"NA.285","210498_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14455","210499_s_at","210499_s_at","ENSG00000102103",10084,"PQBP1","PQBP1","","X",48890197,48903402,"protein_coding"
"NA.286","210500_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12050","210501_x_at","210501_x_at","ENSG00000282986",27335,"EIF3K","EIF3K","","CHR_HG26_PATCH",38619082,38636955,"protein_coding"
"17016","210502_s_at","210502_s_at","ENSG00000084072",10450,"PPIE","PPIE","","1",39692182,39763914,"protein_coding"
"12478","210503_at","210503_at","ENSG00000185247",4110,"MAGEA11","MAGEA11","","X",149688228,149717268,"protein_coding"
"16074","210504_at","210504_at","ENSG00000105610",10661,"KLF1","KLF1","","19",12884422,12887201,"protein_coding"
"15679","210505_at","210505_at","ENSG00000196344",131,"ADH7","ADH7","","4",99412261,99435510,"protein_coding"
"13916","210506_at","210506_at","ENSG00000180549",2529,"FUT7","FUT7","","9",137030174,137032088,"protein_coding"
"16564","210507_s_at","210507_s_at","ENSG00000135407",10677,"AVIL","AVIL","","12",57797376,57818734,"protein_coding"
"11372","210508_s_at","210508_s_at","ENSG00000281151",3785,"KCNQ2","KCNQ2","","CHR_HSCHR20_1_CTG4",63414903,63466150,"protein_coding"
"12448","210510_s_at","210510_s_at","ENSG00000099250",8829,"NRP1","NRP1","","10",33177492,33336262,"protein_coding"
"15171","210511_s_at","210511_s_at","ENSG00000122641",3624,"INHBA","INHBA","","7",41667168,41705834,"protein_coding"
"15706","210512_s_at","210512_s_at","ENSG00000112715",7422,"VEGFA","VEGFA","","6",43770184,43786487,"protein_coding"
"15704","210513_s_at","210513_s_at","ENSG00000112715",7422,"VEGFA","VEGFA","","6",43770184,43786487,"protein_coding"
"11451","210514_x_at","210514_x_at","ENSG00000233095",3135,"HLA-G","HLA-G","","CHR_HSCHR6_MHC_SSTO_CTG1",29824463,29828635,"protein_coding"
"16255","210515_at","210515_at","ENSG00000135100",6927,"HNF1A","HNF1A","","12",120978543,121002512,"protein_coding"
"13779","210516_at","210516_at","ENSG00000048828",23196,"FAM120A","FAM120A","","9",93451685,93566112,"protein_coding"
"13171","210517_s_at","210517_s_at","ENSG00000131016",9590,"AKAP12","AKAP12","","6",151239967,151358559,"protein_coding"
"13558","210518_at","210518_at","ENSG00000150394",1006,"CDH8","CDH8","","16",61647242,62037035,"protein_coding"
"13870","210519_s_at","210519_s_at","ENSG00000181019",1728,"NQO1","NQO1","","16",69706996,69726668,"protein_coding"
"14959","210520_at","210520_at","ENSG00000197099",NA,"","","","3",186579476,186772986,"lncRNA"
"16214","210521_s_at","210521_s_at","ENSG00000090512",26998,"FETUB","FETUB","","3",186635969,186653141,"protein_coding"
"15058","210523_at","210523_at","ENSG00000138696",658,"BMPR1B","BMPR1B","","4",94757955,95158448,"protein_coding"
"14146","210524_x_at","210524_x_at","ENSG00000198417",4494,"MT1F","MT1F","","16",56657731,56660698,"protein_coding"
"12807","210525_x_at","210525_x_at","ENSG00000140025",90141,"EFCAB11","EFCAB11","","14",89794669,89954777,"protein_coding"
"12232","210527_x_at","210527_x_at","ENSG00000198033",NA,"TUBA3C","TUBA3C","","13",19173772,19181824,"protein_coding"
"16790","210528_at","210528_at","ENSG00000153029",3140,"MR1","MR1","","1",181033374,181061938,"protein_coding"
"13962","210529_s_at","210529_s_at","ENSG00000198420",9747,"TCAF1","TCAF1","","7",143851375,143902198,"protein_coding"
"16224","210530_s_at","210530_s_at","ENSG00000120798",7181,"NR2C1","NR2C1","","12",95020229,95073628,"protein_coding"
"16225","210531_at","210531_at","ENSG00000120798",7181,"NR2C1","NR2C1","","12",95020229,95073628,"protein_coding"
"13008","210532_s_at","210532_s_at","ENSG00000156411",9556,"ATP5MJ","ATP5MJ","","14",103912288,103928269,"protein_coding"
"16544","210533_at","210533_at","ENSG00000057468",4438,"MSH4","MSH4","","1",75796882,75913242,"protein_coding"
"16791","210534_s_at","210534_s_at","ENSG00000108641",27077,"B9D1","B9D1","","17",19334308,19378193,"protein_coding"
"16792","210535_at","210535_at","ENSG00000108641",27077,"B9D1","B9D1","","17",19334308,19378193,"protein_coding"
"15901","210536_s_at","210536_s_at","ENSG00000106304",6677,"SPAM1","SPAM1","","7",123925237,123971414,"protein_coding"
"11743","210537_s_at","210537_s_at","ENSG00000277104",6871,"TADA2A","TADA2A","","CHR_HSCHR17_7_CTG4",37411498,37484368,"protein_coding"
"13304","210538_s_at","210538_s_at","ENSG00000023445",330,"BIRC3","BIRC3","","11",102317450,102339403,"protein_coding"
"13631","210539_at","210539_at","ENSG00000119685",23093,"TTLL5","TTLL5","","14",75633625,75955079,"protein_coding"
"14184","210540_s_at","210540_s_at","ENSG00000121578",8702,"B4GALT4","B4GALT4","","3",119211732,119240946,"protein_coding"
"11442","210541_s_at","210541_s_at","ENSG00000234495",5987,"TRIM27","TRIM27","","CHR_HSCHR6_MHC_APD_CTG1",28902993,28923981,"protein_coding"
"13277","210542_s_at","210542_s_at","ENSG00000176463",28232,"SLCO3A1","SLCO3A1","","15",91853708,92172435,"protein_coding"
"15374","210543_s_at","210543_s_at","ENSG00000253729",5591,"PRKDC","PRKDC","","8",47773111,47960178,"protein_coding"
"15057","210544_s_at","210544_s_at","ENSG00000072210",224,"ALDH3A2","ALDH3A2","","17",19648136,19685760,"protein_coding"
"16695","210545_at","210545_at","ENSG00000198399",50618,"ITSN2","ITSN2","","2",24202864,24360536,"protein_coding"
"13354","210546_x_at","210546_x_at","ENSG00000268651",NA,"CTAG1A","CTAG1A","","X",154585133,154586816,"protein_coding"
"13086","210547_x_at","210547_x_at","ENSG00000003147",3382,"ICA1","ICA1","","7",8113184,8262687,"protein_coding"
"11587","210548_at","210548_at","ENSG00000276114",6368,"CCL23","CCL23","","CHR_HSCHR17_7_CTG4",36013092,36018001,"protein_coding"
"11586","210549_s_at","210549_s_at","ENSG00000276114",6368,"CCL23","CCL23","","CHR_HSCHR17_7_CTG4",36013092,36018001,"protein_coding"
"14441","210550_s_at","210550_s_at","ENSG00000058335",5923,"RASGRF1","RASGRF1","","15",78959906,79090780,"protein_coding"
"12184","210551_s_at","210551_s_at","ENSG00000196433",438,"ASMT","ASMT","","X",1615059,1643081,"protein_coding"
"13542","210552_s_at","210552_s_at","ENSG00000136828",9649,"RALGPS1","RALGPS1","","9",126914774,127223166,"protein_coding"
"14360","210553_x_at","210553_x_at","ENSG00000140479",5046,"PCSK6","PCSK6","","15",101289784,101525202,"protein_coding"
"13079","210554_s_at","210554_s_at","ENSG00000175029",1488,"CTBP2","CTBP2","","10",124984317,125161170,"protein_coding"
"14610","210555_s_at","210555_s_at","ENSG00000072736",4775,"NFATC3","NFATC3","","16",68084751,68229259,"protein_coding"
"14609","210556_at","210556_at","ENSG00000072736",4775,"NFATC3","NFATC3","","16",68084751,68229259,"protein_coding"
"14724","210557_x_at","210557_x_at","ENSG00000184371",1435,"CSF1","CSF1","","1",109910242,109930992,"protein_coding"
"12353","210558_at","210558_at","ENSG00000198610",1109,"AKR1C4","AKR1C4","","10",5195462,5218949,"protein_coding"
"15144","210559_s_at","210559_s_at","ENSG00000170312",983,"CDK1","CDK1","","10",60778331,60794852,"protein_coding"
"14366","210560_at","210560_at","ENSG00000168505",2637,"GBX2","GBX2","","2",236165236,236168386,"protein_coding"
"13184","210561_s_at","210561_s_at","ENSG00000109046",26118,"WSB1","WSB1","","17",27294076,27315926,"protein_coding"
"13000","210562_at","210562_at","ENSG00000196208",9687,"GREB1","GREB1","","2",11482341,11642788,"protein_coding"
"16704","210563_x_at","210563_x_at","ENSG00000003402",8837,"CFLAR","CFLAR","","2",201116154,201176687,"protein_coding"
"16703","210564_x_at","210564_x_at","ENSG00000003402",8837,"CFLAR","CFLAR","","2",201116154,201176687,"protein_coding"
"12272","210565_at","210565_at","ENSG00000288269",2642,"GCGR","GCGR","","CHR_HG1320_PATCH",81754364,81764240,"protein_coding"
"14979","210567_s_at","210567_s_at","ENSG00000145604",6502,"SKP2","SKP2","","5",36151989,36196849,"protein_coding"
"16099","210568_s_at","210568_s_at","ENSG00000004700",5965,"RECQL","RECQL","","12",21468910,21501669,"protein_coding"
"15935","210569_s_at","210569_s_at","ENSG00000129450",27180,"SIGLEC9","SIGLEC9","","19",51124906,51136651,"protein_coding"
